Income,Age,Occupation,City_Tier,Loan_Repayment,Fixed Expenses,Investment,Savings,Shopping_Frequency,Hobbies
38060.0,50,Professional,Tier_2,7201.41,26208.245577339498,2042.2,2608.26,7,"Cooking, Baking"
33542.0,18,Retired,Tier_2,0.0,25061.523010936384,1794.88,6685.5,6,"Cooking, Baking"
23887.0,23,Self_Employed,Tier_1,0.0,17912.059418867724,1554.37,4420.41,4,"Fitness, Baking"
27557.0,21,Retired,Tier_1,0.0,22550.32419071367,2018.35,2987.93,4,"Cooking, Baking"
357751.0,39,Self_Employed,Tier_1,0.0,277677.8125518581,73640.48,6432.61,15,"Travel, Electronics"
24402.0,30,Retired,Tier_1,0.0,17969.924965929793,1846.68,4585.2,4,"Fitness, Writing"
45119.0,61,Student,Tier_2,0.0,32127.404133994056,5006.34,7984.96,8,"Gardening, Baking"
17845.0,47,Retired,Tier_1,0.0,13010.972131866323,1532.02,3301.69,3,"Reading, Writing"
37992.0,57,Professional,Tier_1,0.0,30286.30883160977,3186.82,4519.17,6,"Reading, Cooking"
24794.0,43,Retired,Tier_3,2714.65,14628.402965211819,1718.92,5732.24,4,"Fitness, Reading"
21602.0,56,Retired,Tier_1,0.0,18088.452809481678,1823.38,1690.1,4,"Writing, Fitness"
128550.0,56,Student,Tier_2,0.0,89268.28598103006,26179.97,13101.52,15,"Social Media, Reading"
76934.0,24,Professional,Tier_1,0.0,58422.659222046976,9053.65,9457.49,14,"Baking, Cooking"
33468.0,31,Professional,Tier_2,0.0,22383.342828095698,1939.63,9145.19,6,"Reading, Writing"
4748.0,43,Retired,Tier_1,0.0,3595.5258088403016,373.97,779.0,1,"Cooking, Reading"
22475.0,35,Self_Employed,Tier_1,0.0,16844.880835434746,2099.06,3530.75,3,"Writing, Cooking"
260765.0,41,Professional,Tier_3,0.0,167384.82051130343,38362.17,55017.96,15,"Travel, Electronics"
24945.0,42,Professional,Tier_2,0.0,18387.54120374438,1677.06,4880.27,6,"Cooking, Baking"
72513.0,49,Self_Employed,Tier_2,14370.99,49712.88806129677,7635.26,794.27,13,"Baking, Cooking"
95083.0,23,Student,Tier_1,0.0,67278.7151706048,10248.8,17555.59,14,"Social Media, Video Games"
35744.0,33,Student,Tier_2,3927.69,23876.734910971907,2563.78,5375.3,6,"Video Games, Baking"
15298.0,20,Student,Tier_2,2116.58,10764.709941001336,1350.26,1066.73,3,"Writing, Cooking"
4276.0,38,Professional,Tier_2,832.54,2562.5479820755177,287.26,593.35,1,"Sports, Fitness"
51859.0,49,Professional,Tier_2,7272.61,29559.348325801366,6317.87,8709.15,9,"Baking, Cooking"
15633.0,19,Self_Employed,Tier_1,1688.93,12468.722268324222,799.99,675.49,3,"Cooking, Fitness"
34540.0,64,Self_Employed,Tier_2,4449.77,24380.27456896702,3207.03,2502.92,6,"Baking, Gardening"
11038.0,37,Self_Employed,Tier_2,0.0,7538.699004738369,858.88,2640.39,2,"Fitness, Writing"
24264.0,28,Retired,Tier_1,3192.32,18721.4021028981,1303.38,1047.23,4,"Cooking, Baking"
30820.0,35,Student,Tier_2,2026.68,21230.397260819427,2345.37,5217.83,6,"Cooking, Video Games"
37191.0,28,Professional,Tier_2,0.0,25100.993478188426,3452.03,8638.18,6,"Baking, Cooking"
12297.0,52,Self_Employed,Tier_1,0.0,9592.14136598155,1101.17,1603.5,2,"Reading, Fitness"
78158.0,53,Professional,Tier_3,0.0,46503.08290781243,10002.42,21652.01,12,"Gardening, Photography"
18610.0,55,Retired,Tier_1,0.0,14505.020127449618,1162.41,2942.24,4,"Writing, Reading"
7859.0,29,Self_Employed,Tier_2,0.0,5177.322662048813,474.32,2207.06,1,"Sports, Fitness"
27494.0,48,Self_Employed,Tier_2,0.0,18567.585254966372,1596.65,7330.06,4,"Cooking, Baking"
30836.0,53,Retired,Tier_1,0.0,21703.804597510596,2677.13,6455.52,5,"Baking, Gardening"
34113.0,47,Student,Tier_2,0.0,20946.601071976143,2050.9,11115.17,4,"Reading, Social Media"
89202.0,61,Student,Tier_2,0.0,53694.07311009404,10152.73,25355.18,14,"Cooking, Reading"
24830.0,21,Professional,Tier_2,2748.57,14657.838258057287,1948.95,5474.29,4,"Baking, Reading"
27262.0,19,Professional,Tier_2,3515.54,18637.54919820555,1718.54,3390.59,3,"Baking, Cooking"
12412.0,61,Self_Employed,Tier_2,0.0,7941.650082017098,1237.5,3232.68,2,"Writing, Baking"
57838.0,30,Student,Tier_2,0.0,38394.75494107384,7296.9,12146.01,7,"Cooking, Baking"
34766.0,43,Professional,Tier_2,5802.09,25185.68524557233,2766.04,1012.35,6,"Baking, Cooking"
21438.0,46,Student,Tier_3,0.0,13258.755707884893,1886.55,6292.91,3,"Cooking, Writing"
6537.0,53,Professional,Tier_2,332.77,4293.823201894637,426.29,1483.99,1,"Fitness, Sports"
95271.0,45,Retired,Tier_2,0.0,66002.81838739746,9692.49,19575.85,15,"Electronics, Travel"
11235.0,25,Retired,Tier_2,0.0,7066.491305902862,699.35,3469.38,2,"Cooking, Writing"
18693.0,22,Professional,Tier_2,0.0,14059.671057719841,1117.43,3516.38,4,"Baking, Fitness"
39960.0,49,Retired,Tier_1,0.0,31993.969828479105,3521.57,4444.22,8,"Baking, Cooking"
11518.0,47,Student,Tier_1,0.0,8984.948371815422,788.06,1745.45,2,"Cooking, Social Media"
9083.0,31,Professional,Tier_2,0.0,5958.0078161800875,822.84,2302.02,2,"Baking, Reading"
5485.0,64,Retired,Tier_3,0.0,3472.654048007746,340.22,1672.25,1,"Fitness, Writing"
53410.0,60,Professional,Tier_1,0.0,42734.58505037753,7011.39,3663.86,9,"Reading, Baking"
19396.0,27,Student,Tier_2,3337.68,12827.291960823333,1674.15,1556.52,3,"Baking, Social Media"
312003.0,27,Student,Tier_2,28246.09,191107.29486683002,66374.75,26275.07,15,"Video Games, Cooking"
13541.0,23,Professional,Tier_1,0.0,10735.620388409101,1219.45,1585.81,2,"Cooking, Baking"
14354.0,33,Professional,Tier_3,2258.03,8716.419347343348,1206.06,2173.6,2,"Sports, Fitness"
19085.0,43,Student,Tier_2,0.0,14589.526198572135,1017.94,3477.16,3,"Sports, Writing"
36441.0,38,Professional,Tier_2,0.0,26744.33595386061,2744.4,6952.65,8,"Baking, Cooking"
20595.0,53,Professional,Tier_1,0.0,17313.36113351418,1115.17,2166.19,4,"Writing, Gardening"
48963.0,58,Professional,Tier_1,0.0,37312.22861376037,5818.5,5832.19,6,"Cooking, Gardening"
13713.0,59,Self_Employed,Tier_1,2274.29,10564.069656735403,813.19,61.21,3,"Reading, Cooking"
9934.0,47,Student,Tier_2,0.0,6540.66565411292,663.08,2729.86,2,"Sports, Social Media"
7118.0,22,Self_Employed,Tier_3,1273.73,4599.676347736462,441.71,802.88,1,"Sports, Reading"
5065.0,27,Self_Employed,Tier_2,0.0,3494.066883584247,275.94,1294.91,1,"Sports, Fitness"
19821.0,48,Self_Employed,Tier_2,0.0,13238.622542570265,1205.73,5376.65,3,"Baking, Reading"
23580.0,28,Retired,Tier_3,4545.79,15272.24245315527,1506.71,2255.59,5,"Sports, Writing"
18102.0,55,Self_Employed,Tier_3,0.0,11493.828179467479,1675.9,4932.73,3,"Baking, Writing"
81119.0,24,Professional,Tier_2,15007.24,50209.18217377004,10629.22,5273.75,9,"Baking, Cooking"
80128.0,29,Self_Employed,Tier_1,0.0,62468.05603957217,9902.59,7757.05,14,"Electronics, Baking"
22951.0,62,Retired,Tier_1,3327.37,17185.794988334295,1184.94,1252.74,4,"Gardening, Reading"
7142.0,58,Retired,Tier_2,1134.35,4908.602360845122,466.09,633.44,1,"Baking, Sports"
19065.0,25,Self_Employed,Tier_2,2961.08,12621.787796416545,1138.94,2342.8,3,"Fitness, Cooking"
18566.0,45,Student,Tier_2,2370.56,11423.768794208843,1086.51,3685.32,3,"Writing, Video Games"
17734.0,33,Professional,Tier_3,2931.26,12048.823321624463,1193.57,1560.45,4,"Fitness, Baking"
17168.0,20,Professional,Tier_2,2024.83,11938.444248574731,1411.25,1793.05,3,"Reading, Fitness"
17786.0,54,Student,Tier_2,3076.93,12883.650151317122,1322.94,502.75,3,"Social Media, Cooking"
22020.0,49,Professional,Tier_2,3557.82,13580.417384065433,2074.91,2807.14,3,"Fitness, Reading"
18043.0,38,Retired,Tier_2,2227.83,10530.705942049446,1280.81,4003.77,3,"Baking, Cooking"
35441.0,62,Retired,Tier_1,4505.23,28534.136572686995,2233.06,168.08,5,"Gardening, Reading"
40025.0,35,Professional,Tier_2,5850.32,27591.576735093447,3886.08,2696.55,6,"Cooking, Baking"
14479.0,63,Student,Tier_1,1447.33,11339.77727075839,991.79,699.84,3,"Reading, Fitness"
82934.0,28,Professional,Tier_2,0.0,61439.596090974555,9965.97,11528.81,15,"Gaming, Photography"
13697.0,25,Self_Employed,Tier_1,1827.24,11006.398470461969,802.56,60.4,2,"Fitness, Writing"
8223.0,29,Retired,Tier_2,0.0,5822.740092150134,622.35,1778.09,1,"Reading, Baking"
40683.0,19,Retired,Tier_1,0.0,33349.0631980526,5107.61,2226.71,7,"Cooking, Baking"
15600.0,58,Self_Employed,Tier_1,0.0,13010.435618465637,799.87,1789.69,3,"Fitness, Baking"
38793.0,39,Retired,Tier_3,0.0,19497.69991114824,2810.12,16484.82,6,"Baking, Cooking"
4385.0,26,Self_Employed,Tier_2,811.24,2656.4469107760897,266.35,651.28,1,"Writing, Reading"
91392.0,31,Retired,Tier_2,0.0,55198.95918311101,12583.82,23609.6,14,"Travel, Baking"
51369.0,32,Student,Tier_2,0.0,37619.0136797082,7124.85,6624.99,11,"Cooking, Social Media"
9032.0,28,Retired,Tier_2,873.04,6862.7322775282855,629.43,667.18,2,"Fitness, Baking"
9191.0,30,Professional,Tier_2,0.0,6326.924934753087,816.61,2047.01,1,"Fitness, Cooking"
114321.0,45,Professional,Tier_3,0.0,67328.26794725216,18786.49,28206.22,15,"Baking, Travel"
16631.0,42,Professional,Tier_1,0.0,11657.928348295512,1361.53,3611.96,2,"Sports, Baking"
15392.0,54,Professional,Tier_2,0.0,10565.832112617254,1414.56,3411.63,3,"Reading, Gardening"
4896.0,23,Student,Tier_3,0.0,3167.015463470591,418.18,1310.5,1,"Baking, Social Media"
22659.0,54,Retired,Tier_1,3476.21,18423.038189120813,706.94,53.21,4,"Fitness, Baking"
25004.0,50,Professional,Tier_2,0.0,15894.229207015062,1431.26,7678.16,4,"Sports, Cooking"
53175.0,42,Retired,Tier_2,0.0,31221.680575698214,6155.57,15797.94,8,"Cooking, Baking"
9796.0,40,Student,Tier_3,0.0,6690.400168584533,806.06,2299.15,2,"Reading, Sports"
8890.0,25,Self_Employed,Tier_1,0.0,7610.7441672136565,799.02,480.6,2,"Sports, Baking"
43033.0,34,Student,Tier_2,0.0,30909.796278628997,5918.22,6204.99,8,"Social Media, Cooking"
67127.0,48,Professional,Tier_3,0.0,40215.19084367928,8609.98,18301.5,11,"Photography, Baking"
8536.0,43,Student,Tier_1,477.82,6329.79240539742,471.04,1257.2,2,"Video Games, Reading"
71265.0,28,Professional,Tier_1,0.0,55635.296244463374,8768.97,6860.97,11,"Photography, Cooking"
30915.0,47,Student,Tier_3,2140.18,18678.979335197535,1940.84,8154.67,5,"Reading, Writing"
71854.0,28,Professional,Tier_3,0.0,38979.03682287745,9050.84,23824.51,11,"Cooking, Baking"
28361.0,20,Self_Employed,Tier_2,5183.02,19346.90219387964,2117.66,1713.59,4,"Baking, Cooking"
3988.0,57,Self_Employed,Tier_2,0.0,2506.8042710931736,263.15,1218.39,1,"Baking, Fitness"
26566.0,57,Retired,Tier_3,0.0,17133.127478386992,2076.89,7355.75,5,"Baking, Gardening"
70057.0,38,Retired,Tier_3,0.0,38539.6094739879,7483.95,24033.67,12,"Baking, Cooking"
14676.0,52,Student,Tier_2,0.0,10582.689793145399,900.08,3193.04,2,"Sports, Gardening"
21995.0,45,Self_Employed,Tier_2,4080.07,14287.304438918423,1537.57,2090.28,4,"Cooking, Fitness"
26057.0,39,Professional,Tier_2,0.0,18466.375229675516,1948.76,5641.97,5,"Baking, Fitness"
2949.0,59,Self_Employed,Tier_1,0.0,2359.635348804488,189.67,400.05,0,"Baking, Cooking"
114237.0,63,Self_Employed,Tier_1,15457.87,80228.42939239962,16168.25,2382.47,15,"Electronics, Travel"
14587.0,35,Self_Employed,Tier_2,0.0,9798.175905162343,1012.2,3776.13,3,"Sports, Baking"
44961.0,40,Self_Employed,Tier_1,0.0,37815.262632433885,4990.77,2154.53,9,"Baking, Cooking"
27990.0,43,Professional,Tier_1,0.0,21844.481135759972,2243.65,3901.57,6,"Cooking, Writing"
82047.0,52,Self_Employed,Tier_2,11449.18,58126.08003949713,9668.71,2803.06,10,"Reading, Baking"
41514.0,46,Self_Employed,Tier_1,0.0,31015.9383852164,4498.71,5999.83,6,"Baking, Cooking"
24860.0,63,Student,Tier_1,2770.72,19015.53821543772,1926.17,1147.52,4,"Gardening, Social Media"
14679.0,28,Retired,Tier_2,0.0,9047.898036027294,1118.74,4511.88,3,"Cooking, Writing"
56797.0,59,Retired,Tier_2,0.0,40214.748893397424,6469.98,10111.96,10,"Cooking, Baking"
6702.0,63,Retired,Tier_1,935.03,5220.420182670001,436.64,110.17,1,"Gardening, Baking"
50295.0,18,Retired,Tier_2,0.0,32014.69859120442,5462.62,12817.89,7,"Baking, Cooking"
12453.0,33,Professional,Tier_2,0.0,8570.067366364554,810.69,3072.24,2,"Baking, Fitness"
81698.0,42,Student,Tier_1,14816.57,66472.01746860372,380.36,28.63,13,"Social Media, Baking"
34132.0,55,Student,Tier_3,2498.0,22884.22137047698,3183.54,5566.3,7,"Gardening, Baking"
50224.0,35,Student,Tier_1,0.0,41603.527745408894,5708.62,2912.02,10,"Cooking, Social Media"
32034.0,33,Self_Employed,Tier_2,0.0,21341.419318589637,3143.29,7548.99,6,"Reading, Cooking"
7384.0,36,Self_Employed,Tier_2,0.0,4843.6034067718265,701.06,1839.19,2,"Reading, Baking"
15069.0,33,Student,Tier_1,1884.83,10741.358665165008,900.63,1541.8,2,"Social Media, Sports"
51373.0,22,Professional,Tier_1,0.0,33821.622511302354,6277.6,11273.58,8,"Baking, Cooking"
34279.0,44,Retired,Tier_3,0.0,23556.054584017198,3312.24,7410.33,7,"Cooking, Baking"
77168.0,61,Professional,Tier_2,13999.66,50128.619927564665,8801.38,4238.68,14,"Baking, Gaming"
41422.0,23,Student,Tier_2,0.0,28832.04297339012,5040.97,7549.19,10,"Social Media, Video Games"
13844.0,51,Retired,Tier_2,839.59,9708.193509361596,986.1,2309.89,2,"Reading, Fitness"
15869.0,33,Retired,Tier_1,1272.34,12741.215494603553,1194.8,660.3,3,"Sports, Baking"
32575.0,40,Retired,Tier_2,0.0,23397.216898117666,2818.87,6358.46,7,"Cooking, Baking"
4711.0,60,Professional,Tier_2,0.0,3319.9992763987148,400.64,990.65,1,"Reading, Cooking"
114429.0,61,Student,Tier_2,0.0,90305.71830062552,19438.02,4684.84,15,"Reading, Gardening"
42717.0,49,Self_Employed,Tier_2,0.0,29049.830525210975,4626.29,9040.79,8,"Baking, Cooking"
80064.0,60,Retired,Tier_2,0.0,55812.24927614909,9635.6,14616.05,14,"Cooking, Gardening"
8472.0,40,Retired,Tier_1,1075.28,6898.602416647578,462.84,34.83,2,"Writing, Sports"
81195.0,37,Retired,Tier_2,0.0,56276.07946470659,10955.99,13962.59,12,"Travel, Cooking"
178823.0,36,Retired,Tier_2,25503.54,111697.12213452095,35350.05,6272.3,15,"Gaming, Cooking"
10428.0,46,Retired,Tier_2,1627.51,7633.643495247616,650.43,516.41,2,"Writing, Reading"
55608.0,25,Self_Employed,Tier_2,4323.13,41921.893735349186,6364.19,2998.32,10,"Baking, Cooking"
30027.0,46,Retired,Tier_1,0.0,22895.774868451324,2768.81,4362.07,5,"Sports, Baking"
8720.0,35,Retired,Tier_2,0.0,6390.763095452361,717.11,1612.4,2,"Reading, Cooking"
44501.0,22,Self_Employed,Tier_3,6215.75,28304.826873030594,6282.96,3697.15,9,"Cooking, Baking"
58445.0,29,Professional,Tier_2,0.0,41276.52713541543,7447.72,9720.39,11,"Cooking, Photography"
18547.0,27,Student,Tier_2,0.0,13238.019238940627,1562.19,3746.57,4,"Video Games, Reading"
76243.0,64,Professional,Tier_3,7739.22,49720.62635993174,9807.34,8976.19,12,"Reading, Cooking"
7907.0,54,Retired,Tier_1,0.0,6267.046097369934,421.86,1218.4,2,"Reading, Gardening"
9074.0,34,Professional,Tier_2,0.0,6063.081420570969,681.33,2329.4,1,"Reading, Cooking"
33464.0,49,Self_Employed,Tier_2,0.0,23518.87763751338,1856.48,8088.81,5,"Cooking, Baking"
30615.0,21,Retired,Tier_2,2983.76,20852.9562236775,2032.27,4746.49,5,"Baking, Writing"
16911.0,48,Professional,Tier_1,1005.04,12969.479076925685,1583.38,1352.67,2,"Baking, Writing"
57333.0,43,Student,Tier_2,0.0,39543.25408778177,5870.52,11919.03,9,"Social Media, Cooking"
45875.0,29,Professional,Tier_1,0.0,36670.50986834378,5468.14,3736.01,9,"Cooking, Baking"
59603.0,35,Retired,Tier_3,4088.75,35928.95564835642,7645.81,11939.64,9,"Cooking, Baking"
27186.0,25,Retired,Tier_3,0.0,17261.42359635343,1735.71,8188.49,5,"Baking, Cooking"
48582.0,49,Retired,Tier_1,8251.51,36816.04054557906,3268.82,246.04,11,"Baking, Cooking"
21003.0,37,Self_Employed,Tier_2,0.0,14949.273322876308,1238.79,4815.19,4,"Sports, Baking"
155128.0,57,Retired,Tier_3,0.0,103930.23199972288,34944.37,16253.67,15,"Cooking, Travel"
15661.0,30,Professional,Tier_2,0.0,10564.199008325859,1545.88,3550.72,3,"Writing, Reading"
161650.0,40,Student,Tier_1,19158.68,131261.248415086,10444.24,786.13,15,"Cooking, Travel"
30849.0,20,Professional,Tier_2,0.0,19773.415148990163,2440.5,8635.19,6,"Baking, Cooking"
9982.0,52,Student,Tier_2,0.0,7316.030090981809,544.71,2121.31,2,"Reading, Social Media"
89627.0,56,Retired,Tier_2,0.0,63299.34948338826,9848.09,16479.94,15,"Reading, Photography"
33179.0,38,Student,Tier_3,0.0,21050.284161530424,1887.09,10241.67,6,"Cooking, Baking"
59270.0,24,Self_Employed,Tier_3,0.0,37307.64884495841,6882.4,15079.56,10,"Cooking, Baking"
79861.0,43,Self_Employed,Tier_3,0.0,51315.5286442719,11126.64,17418.39,15,"Photography, Cooking"
39313.0,40,Self_Employed,Tier_1,0.0,30457.69263163694,3085.65,5769.92,7,"Baking, Cooking"
18679.0,49,Self_Employed,Tier_1,3032.72,14631.879051599832,927.9,86.59,3,"Baking, Fitness"
65482.0,19,Self_Employed,Tier_3,0.0,44325.1052064696,6759.77,14396.65,14,"Cooking, Photography"
30018.0,56,Student,Tier_2,0.0,21773.671514885016,2240.16,6004.31,5,"Cooking, Writing"
51929.0,19,Student,Tier_2,0.0,38020.74269806978,6929.96,6978.62,10,"Cooking, Social Media"
5356.0,56,Retired,Tier_2,924.66,3579.0071812216243,267.99,584.32,1,"Baking, Gardening"
42896.0,63,Student,Tier_3,7249.72,28314.338116902953,4455.54,2876.59,9,"Cooking, Gardening"
17999.0,32,Student,Tier_1,0.0,13880.805965189127,1590.9,2527.52,3,"Social Media, Writing"
112600.0,33,Professional,Tier_3,0.0,79027.0349933404,19990.72,13582.63,15,"Travel, Baking"
49386.0,43,Retired,Tier_2,9738.06,36222.13577667608,3186.01,239.81,10,"Cooking, Baking"
36346.0,25,Student,Tier_2,0.0,24721.666710683374,2615.74,9008.57,5,"Baking, Video Games"
44267.0,33,Retired,Tier_2,3934.91,29802.27251332209,5238.64,5291.43,9,"Baking, Cooking"
13497.0,38,Self_Employed,Tier_2,0.0,8202.86545336973,1108.1,4185.73,2,"Reading, Writing"
109925.0,56,Student,Tier_2,6696.26,74415.50516524332,23523.23,5290.49,15,"Gardening, Social Media"
147569.0,28,Professional,Tier_2,0.0,104204.83683375322,26260.83,17103.02,15,"Electronics, Gaming"
41080.0,41,Professional,Tier_2,0.0,27844.538283327576,4552.59,8683.15,6,"Cooking, Baking"
107074.0,53,Self_Employed,Tier_2,0.0,75359.64842660252,18766.42,12947.94,12,"Gardening, Cooking"
19027.0,35,Professional,Tier_1,0.0,15056.563351424385,1554.99,2415.82,3,"Writing, Reading"
15855.0,40,Professional,Tier_3,0.0,9819.766975079596,989.92,5045.66,2,"Baking, Sports"
30998.0,30,Self_Employed,Tier_3,3980.13,17324.29772767824,2829.44,6864.58,5,"Writing, Reading"
42485.0,61,Student,Tier_1,0.0,29448.350338756307,5659.43,7377.18,8,"Video Games, Baking"
21890.0,59,Professional,Tier_3,0.0,13412.378410460862,1271.41,7205.73,3,"Gardening, Cooking"
46128.0,56,Professional,Tier_2,0.0,32166.790769325697,4955.71,9005.12,8,"Gardening, Cooking"
38333.0,61,Student,Tier_2,0.0,26543.50910537555,3117.35,8672.06,6,"Cooking, Video Games"
13498.0,61,Self_Employed,Tier_2,2625.36,9514.188840528084,1035.16,323.43,3,"Cooking, Writing"
45433.0,62,Professional,Tier_2,0.0,31616.52050999893,5049.62,8766.55,8,"Reading, Baking"
59861.0,18,Professional,Tier_2,4808.77,39710.88130406983,7618.36,7722.68,10,"Baking, Cooking"
34411.0,24,Self_Employed,Tier_2,0.0,22946.822438456096,3267.56,8196.5,6,"Baking, Cooking"
75438.0,38,Professional,Tier_2,0.0,49308.21970933176,9393.16,16736.98,12,"Baking, Travel"
11328.0,33,Student,Tier_1,0.0,8198.007605885572,1111.78,2018.18,2,"Sports, Reading"
43622.0,31,Professional,Tier_2,0.0,26333.576435940417,5992.8,11295.45,6,"Baking, Cooking"
11763.0,60,Professional,Tier_2,0.0,8431.963687023299,949.58,2381.62,2,"Gardening, Fitness"
12304.0,60,Professional,Tier_3,1619.03,6891.382656948684,713.87,3079.82,2,"Gardening, Reading"
18110.0,19,Student,Tier_1,0.0,15304.071052444722,1598.07,1207.65,3,"Writing, Cooking"
14119.0,48,Student,Tier_1,0.0,10731.435861997461,774.82,2613.14,2,"Baking, Fitness"
19352.0,56,Retired,Tier_2,0.0,13719.728464566944,1098.71,4533.66,4,"Reading, Cooking"
25277.0,26,Professional,Tier_1,2816.84,19019.91848832023,1337.19,2102.6,4,"Writing, Reading"
58611.0,58,Student,Tier_2,0.0,42922.764915060194,6992.31,8695.84,11,"Cooking, Reading"
23203.0,31,Professional,Tier_1,0.0,17458.958263977183,2075.18,3668.6,3,"Fitness, Cooking"
8438.0,27,Self_Employed,Tier_2,0.0,5346.603896727426,589.91,2501.08,1,"Baking, Sports"
74683.0,41,Self_Employed,Tier_2,0.0,45435.75331945609,8071.77,21175.41,12,"Baking, Cooking"
15356.0,50,Professional,Tier_2,0.0,9772.759479331244,954.5,4629.03,3,"Writing, Sports"
28623.0,51,Self_Employed,Tier_2,4109.04,18020.65777341713,2327.19,4166.41,4,"Sports, Gardening"
42881.0,37,Student,Tier_2,0.0,30694.465198809303,5527.66,6658.78,8,"Social Media, Video Games"
35194.0,45,Professional,Tier_3,0.0,20867.95174247245,2108.53,12217.87,7,"Baking, Cooking"
71991.0,21,Professional,Tier_1,8309.94,56891.64463060918,6314.15,475.26,15,"Baking, Photography"
44009.0,51,Professional,Tier_3,0.0,27433.328849922545,5378.55,11197.37,6,"Gardening, Baking"
15062.0,21,Retired,Tier_2,0.0,9861.624158371707,1019.64,4180.35,2,"Reading, Baking"
171408.0,23,Retired,Tier_2,0.0,118120.47086201127,37377.05,15910.55,15,"Travel, Electronics"
35046.0,39,Retired,Tier_1,6948.72,29591.728668272546,0.0,0.0,8,"Baking, Cooking"
26664.0,21,Professional,Tier_2,4450.17,18142.127151743287,2145.76,1926.23,5,"Cooking, Baking"
64867.0,22,Professional,Tier_1,10764.39,49655.98775774481,4135.28,311.26,10,"Cooking, Baking"
36626.0,28,Retired,Tier_2,0.0,23155.312651762142,2835.25,10635.43,8,"Cooking, Writing"
41288.0,62,Self_Employed,Tier_3,0.0,24948.761624576957,5005.51,11334.06,6,"Baking, Reading"
220290.0,52,Student,Tier_2,23138.89,148548.37063357522,38176.6,10426.08,15,"Gardening, Video Games"
24073.0,36,Self_Employed,Tier_3,3966.86,15538.789066208277,1775.68,2791.9,4,"Baking, Cooking"
23266.0,28,Retired,Tier_2,2984.23,15427.747610019738,1565.03,3288.89,5,"Sports, Reading"
32933.0,28,Student,Tier_1,0.0,24379.551133498808,2836.01,5716.94,4,"Video Games, Cooking"
70697.0,44,Retired,Tier_1,0.0,58726.27921578416,7332.17,4639.05,12,"Travel, Cooking"
8989.0,19,Student,Tier_1,0.0,6344.748853460153,851.95,1792.02,1,"Writing, Baking"
6226.0,64,Student,Tier_2,0.0,4399.445279500767,361.07,1465.6,1,"Sports, Baking"
18756.0,25,Student,Tier_2,0.0,11083.246864196914,1803.62,5868.97,3,"Fitness, Baking"
8118.0,51,Retired,Tier_2,0.0,5809.468925366626,509.91,1798.42,2,"Writing, Fitness"
21356.0,57,Retired,Tier_2,3814.02,14817.70403175349,1391.65,1332.62,4,"Baking, Reading"
44844.0,37,Student,Tier_2,0.0,30289.86996510462,5607.85,8946.61,7,"Baking, Cooking"
14711.0,40,Professional,Tier_1,2461.58,11531.483980113357,667.72,50.26,2,"Cooking, Sports"
9581.0,32,Professional,Tier_2,0.0,7137.538959586418,580.63,1862.39,2,"Fitness, Sports"
31711.0,30,Professional,Tier_2,4773.21,17707.67587091386,2810.11,6420.12,5,"Cooking, Writing"
59814.0,48,Professional,Tier_3,0.0,37133.7881718421,7484.22,15195.54,9,"Baking, Cooking"
7731.0,63,Self_Employed,Tier_2,0.0,5110.429648697047,744.14,1876.28,2,"Baking, Writing"
57823.0,31,Self_Employed,Tier_2,4982.77,39419.43416646451,8040.26,5380.35,11,"Cooking, Baking"
57688.0,18,Professional,Tier_3,0.0,36381.33784117232,7485.18,13821.09,9,"Baking, Cooking"
64358.0,44,Retired,Tier_2,0.0,41154.10635843785,6730.68,16473.49,9,"Cooking, Baking"
79518.0,50,Professional,Tier_3,0.0,48981.74622170426,9142.24,21393.87,12,"Photography, Baking"
174654.0,52,Student,Tier_2,0.0,121259.81136602451,29524.93,23869.55,15,"Photography, Reading"
22563.0,32,Student,Tier_3,3069.92,13337.86739001068,1806.45,4349.04,4,"Cooking, Video Games"
32748.0,22,Retired,Tier_1,0.0,25065.37105095215,2088.27,5594.78,6,"Writing, Reading"
21500.0,54,Student,Tier_2,0.0,15507.389307251395,1445.67,4546.81,5,"Cooking, Baking"
30047.0,21,Professional,Tier_2,5527.59,20659.197712948237,2324.18,1536.51,4,"Reading, Baking"
102258.0,63,Professional,Tier_1,0.0,81738.71067123987,19082.66,1436.33,15,"Electronics, Baking"
10229.0,37,Retired,Tier_1,1468.78,7716.381756853546,675.02,368.4,2,"Fitness, Writing"
15065.0,56,Retired,Tier_1,0.0,11557.95180055985,957.06,2549.74,3,"Gardening, Fitness"
90282.0,39,Retired,Tier_1,0.0,76580.54843497138,9541.32,4160.5,15,"Cooking, Travel"
67845.0,41,Self_Employed,Tier_2,0.0,42288.77981098044,8233.81,17322.47,12,"Baking, Cooking"
22437.0,64,Student,Tier_3,0.0,14890.598862068176,2086.23,5459.74,4,"Video Games, Sports"
59425.0,28,Student,Tier_1,0.0,46985.670168841985,7302.43,5137.14,9,"Cooking, Social Media"
39416.0,63,Self_Employed,Tier_1,6888.72,30407.394966933163,1925.85,193.96,7,"Cooking, Gardening"
99625.0,23,Student,Tier_1,0.0,76907.18518272537,12477.27,10240.94,15,"Photography, Cooking"
31843.0,44,Retired,Tier_1,0.0,24607.297733565872,1681.07,5554.23,5,"Baking, Cooking"
68149.0,27,Student,Tier_3,0.0,45708.075644229866,7517.18,14924.19,9,"Social Media, Baking"
